"Timestamp","Cluster","Node","CPU","SoC"
"2022-08-11T15:11:39.968","2","kubernetes-worker2","100.0",""
"2022-08-11T15:11:39.968","2","kubernetes-worker3","100.0",""
"2022-08-11T15:11:39.969","2","kubernetes-control-plane","950.0",""
"2022-08-11T15:11:39.969","2","kubernetes-worker1","100.0",""
"2022-08-11T15:11:39.969","2","kubernetes-worker2","100.0",""
"2022-08-11T15:11:39.970","2","kubernetes-worker3","100.0",""
"2022-08-11T15:11:39.970","2","kubernetes-control-plane","950.0",""
"2022-08-11T15:11:39.971","2","kubernetes-worker1","100.0",""
"2022-08-11T15:11:39.971","2","kubernetes-worker2","100.0",""
"2022-08-11T15:11:39.971","2","kubernetes-worker3","100.0",""
"2022-08-11T15:11:39.972","2","kubernetes-control-plane","950.0",""
"2022-08-11T15:11:39.972","2","kubernetes-worker1","100.0",""
"2022-08-11T15:11:39.972","2","kubernetes-worker2","100.0",""
"2022-08-11T15:11:39.973","2","kubernetes-worker3","100.0",""
"2022-08-11T15:11:39.973","2","kubernetes-control-plane","950.0",""
"2022-08-11T15:11:39.973","2","kubernetes-worker1","100.0",""
"2022-08-11T15:11:39.974","2","kubernetes-worker2","100.0",""
"2022-08-11T15:11:39.974","2","kubernetes-worker3","100.0",""
"2022-08-11T15:11:39.975","2","kubernetes-control-plane","950.0",""
"2022-08-11T15:11:39.975","2","kubernetes-worker1","100.0",""
"2022-08-11T15:11:39.975","2","kubernetes-worker2","100.0",""
"2022-08-11T15:11:39.976","2","kubernetes-worker3","100.0",""
"2022-08-11T15:11:39.976","2","kubernetes-control-plane","950.0",""
"2022-08-11T15:11:39.976","2","kubernetes-worker1","100.0",""
"2022-08-11T15:11:39.977","2","kubernetes-worker2","100.0",""
"2022-08-11T15:11:39.977","2","kubernetes-worker3","100.0",""
"2022-08-11T15:11:39.978","2","kubernetes-control-plane","950.0",""
"2022-08-11T15:11:39.978","2","kubernetes-worker1","100.0",""
"2022-08-11T15:11:39.978","2","kubernetes-worker2","100.0",""
"2022-08-11T15:11:39.979","2","kubernetes-worker3","100.0",""
"2022-08-11T15:11:39.979","2","kubernetes-control-plane","950.0",""
"2022-08-11T15:11:39.980","2","kubernetes-worker1","100.0",""
"2022-08-11T15:11:39.980","2","kubernetes-worker2","100.0",""
"2022-08-11T15:11:39.981","2","kubernetes-worker3","100.0",""
"2022-08-11T15:11:39.981","2","kubernetes-control-plane","950.0",""
"2022-08-11T15:11:39.982","2","kubernetes-worker1","100.0",""
"2022-08-11T15:11:39.983","2","kubernetes-worker2","100.0",""
"2022-08-11T15:11:39.983","2","kubernetes-worker3","100.0",""
"2022-08-11T15:11:39.984","2","kubernetes-control-plane","950.0",""
"2022-08-11T15:11:39.984","2","kubernetes-worker1","100.0",""
"2022-08-11T15:11:39.985","2","kubernetes-worker2","100.0",""
